,hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,duration_of_stay
39303,Renaissance Hotel,0,87,2017,August,32,11,1,2,2,0.0,0,BB,ESP,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,230.0,0,2,3
39304,Renaissance Hotel,0,28,2017,August,32,7,2,5,2,0.0,0,BB,ESP,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,244.0,0,2,7
39305,Renaissance Hotel,0,239,2017,August,32,9,1,4,2,0.0,0,BB,CN,Direct,0,0,0,D,D,0,No Deposit,250.0,0,Transient,183.2,0,1,5
39307,Renaissance Hotel,0,257,2017,August,32,7,2,5,2,1.0,0,BB,DEU,TA/TO,0,0,0,A,A,1,No Deposit,240.0,0,Transient-Party,178.75,0,2,7
39308,Renaissance Hotel,0,11,2017,August,32,12,1,1,2,2.0,0,BB,ESP,TA/TO,0,0,0,C,C,0,No Deposit,240.0,0,Transient,284.0,1,2,2
39309,Renaissance Hotel,0,37,2017,August,32,10,1,3,2,0.0,0,BB,CN,TA/TO,0,0,0,A,A,0,No Deposit,314.0,0,Transient,190.1,0,0,4
39310,Renaissance Hotel,0,0,2017,August,33,13,1,0,1,0.0,0,BB,LUX,TA/TO,0,0,0,A,A,1,No Deposit,240.0,0,Transient,171.0,0,0,1
39311,Renaissance Hotel,0,45,2017,August,32,9,1,4,2,0.0,0,BB,CHE,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,244.0,0,1,5
39312,Renaissance Hotel,0,45,2017,August,32,10,1,3,2,0.0,0,HB,ESP,TA/TO,0,0,0,A,B,1,No Deposit,240.0,0,Transient,276.0,0,1,4
39313,Renaissance Hotel,0,12,2017,August,32,11,1,2,2,0.0,0,BB,IRL,TA/TO,0,0,0,A,A,0,No Deposit,241.0,0,Transient,167.73,0,1,3
39314,Renaissance Hotel,0,26,2017,August,32,7,2,5,2,0.0,0,BB,GBR,TA/TO,0,0,0,D,D,0,No Deposit,40.0,0,Group,114.76,0,2,7
39315,Renaissance Hotel,0,59,2017,August,32,9,1,4,3,0.0,0,BB,SWE,Direct,0,0,0,A,A,0,No Deposit,250.0,0,Transient,289.0,1,2,5
39316,Renaissance Hotel,0,1,2017,August,33,13,1,0,2,0.0,0,BB,AUS,TA/TO,0,0,0,A,A,0,No Deposit,241.0,0,Transient,136.8,0,1,1
39317,Renaissance Hotel,0,190,2017,August,32,8,2,5,2,0.0,0,HB,GBR,TA/TO,0,0,0,A,A,1,No Deposit,40.0,0,Contract,134.85,0,0,7
39319,Renaissance Hotel,0,43,2017,August,32,7,3,5,2,0.0,0,HB,FRA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0,Transient,316.0,0,1,8
39320,Renaissance Hotel,0,119,2017,August,31,5,4,6,2,0.0,0,BB,IRL,TA/TO,0,0,0,A,A,0,No Deposit,40.0,0,Contract,118.3,0,0,10
39321,Renaissance Hotel,0,132,2017,August,32,11,2,2,2,0.0,0,BB,GBR,TA/TO,0,0,0,D,D,0,No Deposit,40.0,0,Contract,135.0,0,0,4
39323,Renaissance Hotel,0,132,2017,August,32,11,2,2,1,0.0,0,BB,GBR,TA/TO,0,0,0,A,A,0,No Deposit,40.0,0,Contract,116.5,0,0,4
39326,Renaissance Hotel,0,33,2017,August,32,9,2,4,2,2.0,0,BB,PRT,TA/TO,0,0,0,G,G,0,No Deposit,240.0,0,Transient,330.0,0,1,6
39327,Renaissance Hotel,0,43,2017,August,32,8,2,5,3,0.0,0,HB,ESP,TA/TO,0,0,0,A,A,1,No Deposit,5.0,0,Transient,269.43,1,0,7
39328,Renaissance Hotel,0,60,2017,August,32,12,2,1,2,0.0,0,BB,PRT,Direct,0,0,0,A,A,0,No Deposit,250.0,0,Transient,239.0,1,2,3
39329,Renaissance Hotel,0,60,2017,August,32,12,2,1,2,0.0,0,BB,PRT,Direct,0,0,0,A,A,0,No Deposit,250.0,0,Transient,225.0,0,3,3
39330,Renaissance Hotel,0,197,2017,August,31,5,4,6,2,0.0,0,BB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,168.0,0,0,10
39331,Renaissance Hotel,0,209,2017,August,32,12,2,1,2,0.0,0,BB,PRT,TA/TO,0,0,0,D,F,0,No Deposit,240.0,0,Transient,202.0,0,2,3
39332,Renaissance Hotel,0,214,2017,August,33,13,2,0,2,2.0,0,BB,PRT,Direct,0,0,0,C,C,1,No Deposit,250.0,0,Transient,199.2,1,2,2
39333,Renaissance Hotel,0,5,2017,August,33,13,2,0,2,0.0,0,BB,FRA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,210.0,0,1,2
39335,Renaissance Hotel,0,190,2017,August,32,8,2,5,2,2.0,0,BB,CN,Direct,0,0,0,C,C,2,No Deposit,250.0,0,Transient,198.0,0,1,7
39336,Renaissance Hotel,0,49,2017,August,33,13,2,0,2,0.0,0,BB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,241.0,0,Transient,198.0,0,1,2
39337,Renaissance Hotel,0,191,2017,August,32,9,2,4,2,0.0,0,BB,CN,Direct,0,0,0,A,A,0,No Deposit,250.0,0,Transient,162.0,0,0,6
39338,Renaissance Hotel,0,155,2017,August,32,11,2,2,3,0.0,0,HB,PRT,Direct,0,0,0,E,F,1,No Deposit,250.0,0,Transient,284.7,0,2,4
39341,Renaissance Hotel,0,0,2017,August,33,14,1,0,2,0.0,0,BB,PRT,Direct,0,0,0,A,B,0,No Deposit,250.0,0,Transient,225.0,0,0,1
39342,Renaissance Hotel,0,105,2017,August,32,8,2,5,3,0.0,0,BB,PRT,Direct,0,0,0,A,A,0,No Deposit,250.0,0,Transient,275.0,0,1,7
39343,Renaissance Hotel,0,286,2017,August,32,10,2,3,2,0.0,0,BB,GBR,TA/TO,0,0,0,A,A,0,No Deposit,241.0,0,Transient,101.22,0,1,5
39344,Renaissance Hotel,0,172,2017,August,32,6,4,5,2,0.0,0,HB,GBR,TA/TO,0,0,0,D,D,0,No Deposit,40.0,0,Contract,153.5,0,0,9
39345,Renaissance Hotel,0,0,2017,August,33,13,2,0,2,0.0,0,BB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,210.0,0,1,2
39346,Renaissance Hotel,0,177,2017,August,32,9,2,4,2,2.0,0,HB,PRT,TA/TO,0,0,0,G,G,1,No Deposit,240.0,0,Transient,329.67,0,1,6
39348,Renaissance Hotel,0,286,2017,August,32,7,3,6,2,0.0,0,BB,FRA,Direct,0,0,0,E,E,2,No Deposit,250.0,0,Transient,157.52,0,1,9
39349,Renaissance Hotel,0,67,2017,August,32,11,2,3,2,0.0,0,HB,GBR,TA/TO,0,0,0,D,D,0,No Deposit,40.0,0,Contract,165.0,0,0,5
39350,Renaissance Hotel,0,280,2017,August,32,8,2,6,2,0.0,0,HB,ESP,TA/TO,0,0,0,D,D,1,No Deposit,314.0,0,Transient,150.48,0,0,8
39351,Renaissance Hotel,0,1,2017,August,33,15,0,1,2,1.0,0,BB,PRT,TA/TO,0,0,0,C,C,1,No Deposit,240.0,0,Transient,175.5,1,1,1
39352,Renaissance Hotel,0,2,2017,August,33,15,0,1,2,0.0,0,BB,FRA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,190.0,0,2,1
39353,Renaissance Hotel,0,1,2017,August,33,15,0,1,2,0.0,0,BB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,241.0,0,Transient,103.2,0,2,1
39354,Renaissance Hotel,0,307,2017,August,33,14,1,1,1,0.0,0,BB,ITA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,138.38,0,1,2
39356,Renaissance Hotel,0,255,2017,August,31,4,4,8,2,0.0,0,BB,PRT,TA/TO,0,0,0,E,E,0,No Deposit,6.0,0,Transient,151.1,0,0,12
39357,Renaissance Hotel,0,219,2017,August,33,13,2,1,2,2.0,0,BB,GBR,TA/TO,0,0,0,C,C,0,No Deposit,242.0,0,Transient,250.32,1,2,3
39358,Renaissance Hotel,0,0,2017,August,33,15,0,1,2,0.0,0,BB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,161.1,0,1,1
39363,Renaissance Hotel,0,39,2017,August,33,14,1,1,2,0.0,0,BB,PRT,TA/TO,0,0,0,D,D,0,No Deposit,242.0,0,Transient,250.0,0,2,2
39364,Renaissance Hotel,0,0,2017,August,33,15,0,1,2,0.0,0,BB,ESP,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,161.1,1,1,1
39365,Renaissance Hotel,0,201,2017,August,31,5,4,7,2,0.0,0,BB,IRL,Direct,0,0,0,F,F,0,No Deposit,250.0,0,Transient-Party,198.2,0,2,11
39366,Renaissance Hotel,0,201,2017,August,31,5,4,7,2,0.0,0,BB,IRL,Direct,0,0,0,F,F,2,No Deposit,250.0,0,Transient-Party,221.2,0,2,11
39367,Renaissance Hotel,0,116,2017,August,32,12,2,2,2,0.0,0,BB,FIN,TA/TO,0,0,0,A,A,0,No Deposit,242.0,0,Transient,230.0,0,2,4
39368,Renaissance Hotel,0,194,2017,August,33,13,2,1,2,0.0,0,HB,CN,TA/TO,0,0,0,E,E,0,No Deposit,8.0,0,Transient,165.8,0,0,3
39369,Renaissance Hotel,0,1,2017,August,33,15,0,1,2,0.0,0,BB,MAR,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient-Party,143.0,0,2,1
39370,Renaissance Hotel,0,121,2017,August,32,9,2,5,3,0.0,0,HB,BEL,TA/TO,0,0,0,H,H,1,No Deposit,240.0,0,Transient,372.71,0,1,7
39371,Renaissance Hotel,0,220,2017,August,33,13,2,1,2,2.0,0,BB,USA,TA/TO,0,0,0,C,C,2,No Deposit,242.0,0,Transient,252.33,1,2,3
39372,Renaissance Hotel,0,0,2017,August,33,15,0,1,2,0.0,0,BB,FRA,TA/TO,0,0,0,D,D,0,No Deposit,306.0,0,Transient,131.2,0,0,1
39373,Renaissance Hotel,0,1,2017,August,33,15,0,1,2,0.0,0,BB,MAR,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient-Party,129.0,0,2,1
39374,Renaissance Hotel,0,208,2017,August,32,7,3,6,2,1.0,0,HB,PRT,Direct,0,0,0,A,A,4,No Deposit,250.0,0,Transient,214.53,1,3,9
39375,Renaissance Hotel,0,254,2017,August,32,11,2,3,2,1.0,0,BB,ESP,TA/TO,0,0,0,G,I,1,No Deposit,240.0,0,Transient,258.0,0,1,5
39376,Renaissance Hotel,0,201,2017,August,31,5,4,7,2,1.0,0,BB,IRL,Direct,0,0,0,F,F,1,No Deposit,250.0,0,Transient-Party,196.2,0,3,11
39378,Renaissance Hotel,0,66,2017,August,32,10,2,5,2,0.0,0,BB,GBR,TA/TO,0,0,0,A,A,0,No Deposit,40.0,0,Contract,116.5,0,1,7
39379,Renaissance Hotel,0,195,2017,August,32,7,3,7,2,0.0,0,FB,PRT,TA/TO,0,0,0,D,D,2,No Deposit,261.0,0,Transient,139.1,1,0,10
39380,Renaissance Hotel,0,160,2017,August,32,7,3,7,2,0.0,0,HB,GBR,TA/TO,0,0,0,D,A,1,No Deposit,40.0,0,Contract,153.5,0,2,10
39381,Renaissance Hotel,0,220,2017,August,32,10,2,5,2,0.0,0,BB,PRT,Direct,0,0,0,A,A,0,No Deposit,250.0,0,Transient,134.43,0,0,7
39384,Renaissance Hotel,0,188,2017,August,32,12,2,3,2,0.0,0,BB,CHE,TA/TO,0,0,0,E,G,0,No Deposit,240.0,0,Transient,210.0,0,3,5
39385,Renaissance Hotel,0,78,2017,August,33,15,0,2,2,0.0,0,BB,BRA,TA/TO,0,0,0,F,F,0,No Deposit,241.0,0,Transient,232.0,0,1,2
39386,Renaissance Hotel,0,78,2017,August,33,15,0,2,2,0.0,0,BB,PRT,TA/TO,0,0,0,F,F,0,No Deposit,241.0,0,Transient,232.0,0,1,2
39387,Renaissance Hotel,0,197,2017,August,33,13,2,2,2,0.0,0,BB,FRA,TA/TO,0,0,0,A,A,0,No Deposit,177.0,0,Transient-Party,110.7,0,0,4
39389,Renaissance Hotel,0,197,2017,August,33,13,2,2,2,0.0,0,BB,FRA,TA/TO,0,0,0,A,A,0,No Deposit,177.0,0,Transient-Party,124.7,0,0,4
39391,Renaissance Hotel,0,26,2017,August,32,7,3,7,2,0.0,0,HB,GBR,TA/TO,0,0,0,D,D,0,No Deposit,40.0,0,Contract,151.3,0,2,10
39392,Renaissance Hotel,0,315,2017,August,33,14,1,2,2,0.0,0,BB,JPN,TA/TO,0,0,0,E,G,0,No Deposit,240.0,0,Transient,172.8,0,3,3
39393,Renaissance Hotel,0,97,2017,August,32,11,2,4,2,0.0,0,BB,ESP,TA/TO,0,0,0,A,A,2,No Deposit,240.0,0,Transient-Party,230.0,0,3,6
39395,Renaissance Hotel,0,44,2017,August,32,10,2,5,2,0.0,0,HB,ESP,TA/TO,0,0,0,A,A,0,No Deposit,196.0,0,Transient-Party,262.0,0,0,7
39396,Renaissance Hotel,0,44,2017,August,32,10,2,5,3,0.0,0,HB,ESP,TA/TO,0,0,0,A,A,1,No Deposit,196.0,0,Transient-Party,337.0,0,2,7
39397,Renaissance Hotel,0,85,2017,August,32,10,2,5,2,0.0,0,HB,PRT,TA/TO,0,0,0,A,A,1,No Deposit,314.0,0,Transient,232.6,0,0,7
39398,Renaissance Hotel,0,85,2017,August,32,10,2,5,2,0.0,0,HB,ESP,TA/TO,0,0,0,A,A,1,No Deposit,314.0,0,Transient,218.6,0,0,7
39399,Renaissance Hotel,0,212,2017,August,32,11,2,4,2,0.0,0,BB,USA,TA/TO,0,0,0,E,E,1,No Deposit,240.0,0,Transient,203.67,0,4,6
39401,Renaissance Hotel,0,212,2017,August,32,11,2,4,2,0.0,0,BB,USA,TA/TO,0,0,0,E,E,1,No Deposit,240.0,0,Transient,217.67,0,4,6
39402,Renaissance Hotel,0,217,2017,August,32,11,2,4,2,0.0,0,BB,PRT,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0,Transient,199.67,0,2,6
39403,Renaissance Hotel,0,226,2017,August,32,11,2,4,2,2.0,0,Undefined,ESP,TA/TO,0,0,0,C,C,1,No Deposit,314.0,0,Transient,220.98,0,1,6
39404,Renaissance Hotel,0,173,2017,August,32,11,2,4,2,0.0,0,BB,USA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0,Transient,200.0,0,4,6
39405,Renaissance Hotel,0,174,2017,August,32,7,3,7,2,0.0,0,HB,FRA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0,Transient,232.0,0,3,10
39406,Renaissance Hotel,0,174,2017,August,32,7,3,7,2,0.0,0,HB,FRA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0,Transient,232.0,0,2,10
39407,Renaissance Hotel,0,1,2017,August,33,15,0,2,2,0.0,0,BB,DNK,TA/TO,0,0,0,A,A,0,No Deposit,242.0,0,Transient,163.05,0,1,2
39408,Renaissance Hotel,0,207,2017,August,32,10,2,5,2,0.0,0,HB,PRT,Direct,0,0,0,E,E,0,No Deposit,250.0,0,Transient,231.6,1,2,7
39409,Renaissance Hotel,0,5,2017,August,33,16,0,1,2,0.0,0,BB,USA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,210.0,0,2,1
39410,Renaissance Hotel,0,1,2017,August,33,15,0,2,2,1.0,0,BB,NOR,TA/TO,0,0,0,A,B,0,No Deposit,241.0,0,Transient,153.72,1,1,2
39411,Renaissance Hotel,0,28,2017,August,33,15,0,2,2,0.0,0,BB,PRT,TA/TO,0,0,0,A,A,2,No Deposit,240.0,0,Transient,209.0,0,4,2
39412,Renaissance Hotel,0,256,2017,August,32,8,2,7,2,1.0,0,HB,BEL,TA/TO,0,0,0,A,A,0,No Deposit,479.0,0,Transient,172.81,0,4,9
39413,Renaissance Hotel,0,256,2017,August,32,8,2,7,2,0.0,0,HB,BEL,TA/TO,0,0,0,A,A,0,No Deposit,479.0,0,Transient,131.85,0,4,9
39414,Renaissance Hotel,0,218,2017,August,33,14,1,2,2,1.0,0,BB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,242.0,0,Transient,191.41,1,4,3
39415,Renaissance Hotel,0,201,2017,August,33,13,2,2,2,0.0,0,BB,CN,TA/TO,0,0,0,A,A,0,No Deposit,410.0,0,Transient,104.85,0,2,4
39416,Renaissance Hotel,0,250,2017,August,33,13,2,2,2,0.0,0,BB,CN,TA/TO,0,0,0,A,A,1,No Deposit,410.0,0,Transient,106.85,0,1,4
39417,Renaissance Hotel,0,250,2017,August,33,13,2,2,2,0.0,0,BB,CN,TA/TO,0,0,0,A,A,1,No Deposit,410.0,0,Transient,104.85,0,1,4
39418,Renaissance Hotel,0,14,2017,August,33,14,1,2,2,0.0,0,BB,BRA,TA/TO,0,0,0,A,A,0,No Deposit,241.0,0,Transient,187.33,0,2,3
39419,Renaissance Hotel,0,0,2017,August,33,16,0,1,3,1.0,0,BB,FRA,TA/TO,0,0,0,H,H,0,No Deposit,240.0,0,Transient,199.0,0,0,1
39420,Renaissance Hotel,0,20,2017,August,33,13,2,2,2,1.0,1,BB,ESP,Direct,0,0,0,C,C,1,No Deposit,250.0,0,Transient,254.0,0,1,4
39421,Renaissance Hotel,0,207,2017,August,32,12,2,3,2,0.0,0,BB,GBR,TA/TO,0,0,0,E,E,1,No Deposit,240.0,0,Transient,204.8,0,1,5
39422,Renaissance Hotel,0,215,2017,August,32,8,2,8,2,0.0,0,BB,DEU,TA/TO,0,0,0,A,A,0,No Deposit,163.0,0,Transient,116.5,0,1,10
39423,Renaissance Hotel,0,215,2017,August,32,8,2,8,2,0.0,0,BB,DEU,TA/TO,0,0,0,A,A,0,No Deposit,163.0,0,Transient,118.5,0,1,10
39424,Renaissance Hotel,0,10,2017,August,32,11,2,5,2,0.0,0,BB,GBR,TA/TO,0,0,0,D,D,0,No Deposit,40.0,0,Contract,137.0,0,3,7
39425,Renaissance Hotel,0,26,2017,August,32,7,3,8,2,0.0,0,BB,GBR,TA/TO,0,0,0,E,E,0,No Deposit,40.0,0,Group,125.1,0,1,11
39426,Renaissance Hotel,0,10,2017,August,32,11,2,5,2,0.0,0,BB,GBR,TA/TO,0,0,0,D,D,0,No Deposit,40.0,0,Contract,135.0,0,3,7
39427,Renaissance Hotel,0,6,2017,August,33,17,0,1,1,0.0,0,BB,PRT,Corporate,0,0,0,A,E,0,No Deposit,302.0,0,Transient,0.0,0,0,1
39428,Renaissance Hotel,0,210,2017,August,33,14,1,3,2,0.0,0,HB,FRA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient-Party,190.88,0,3,4
39429,Renaissance Hotel,0,210,2017,August,33,14,1,3,2,0.0,0,HB,FRA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient-Party,206.88,1,3,4
39430,Renaissance Hotel,0,183,2017,August,32,12,2,4,2,0.0,0,BB,IRL,TA/TO,0,0,0,D,H,0,No Deposit,240.0,0,Transient,201.67,0,2,6
39431,Renaissance Hotel,0,2,2017,August,33,17,0,1,2,0.0,0,HB,ESP,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient-Party,231.0,0,3,1
39433,Renaissance Hotel,0,223,2017,August,33,13,2,3,2,0.0,0,BB,CHE,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,162.3,0,2,5
39435,Renaissance Hotel,0,301,2017,August,32,12,2,4,2,1.0,0,BB,GBR,TA/TO,0,0,0,A,A,0,No Deposit,241.0,0,Transient,112.12,0,1,6
39436,Renaissance Hotel,0,6,2017,August,33,15,0,3,2,0.0,0,BB,ESP,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,217.33,0,2,3
39437,Renaissance Hotel,0,224,2017,August,33,13,2,3,2,2.0,0,HB,PRT,TA/TO,0,0,0,G,G,0,No Deposit,240.0,0,Transient,311.6,0,2,5
39438,Renaissance Hotel,0,320,2017,August,33,14,1,3,2,2.0,0,BB,PRT,TA/TO,0,0,0,G,G,0,No Deposit,240.0,0,Transient,258.0,1,2,4
39439,Renaissance Hotel,0,77,2017,August,33,16,0,2,2,0.0,0,BB,USA,TA/TO,0,0,0,D,F,0,No Deposit,241.0,0,Transient,216.0,0,2,2
39440,Renaissance Hotel,0,140,2017,August,33,17,0,1,2,0.0,0,BB,PRT,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0,Transient,231.0,0,2,1
39441,Renaissance Hotel,0,1,2017,August,33,17,0,1,2,1.0,0,BB,NOR,TA/TO,0,0,0,A,B,0,No Deposit,241.0,0,Transient,170.1,0,1,1
39442,Renaissance Hotel,0,192,2017,August,33,16,0,2,2,1.0,0,HB,PRT,TA/TO,0,0,0,E,E,0,No Deposit,242.0,0,Transient,244.0,0,3,2
39443,Renaissance Hotel,0,20,2017,August,33,16,0,2,2,0.0,1,HB,PRT,Direct,0,0,0,A,A,4,No Deposit,250.0,0,Transient-Party,260.5,0,2,2
39444,Renaissance Hotel,0,2,2017,August,33,16,0,2,1,0.0,0,HB,PRT,Direct,0,0,0,E,E,1,No Deposit,250.0,0,Transient-Party,238.3,0,1,2
39445,Renaissance Hotel,0,140,2017,August,32,8,2,8,2,0.0,0,HB,GBR,TA/TO,0,0,0,D,D,0,No Deposit,40.0,0,Contract,153.5,0,0,10
39446,Renaissance Hotel,0,35,2017,August,33,16,0,2,2,0.0,0,BB,USA,TA/TO,0,0,0,F,F,0,No Deposit,241.0,0,Transient,222.8,1,1,2
39447,Renaissance Hotel,0,33,2017,August,33,14,1,3,2,0.0,0,HB,ESP,TA/TO,0,0,0,F,F,0,No Deposit,241.0,0,Transient,240.37,1,1,4
39448,Renaissance Hotel,0,189,2017,August,32,12,2,4,2,1.0,0,HB,PRT,Direct,0,0,0,D,D,4,No Deposit,250.0,0,Transient,238.0,0,3,6
39449,Renaissance Hotel,0,15,2017,August,33,16,0,2,2,0.0,0,BB,CN,TA/TO,0,0,0,A,D,0,No Deposit,240.0,0,Transient,210.0,0,2,2
39450,Renaissance Hotel,0,17,2017,August,33,17,0,1,2,0.0,0,BB,ITA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,0,Transient,230.0,0,2,1
39451,Renaissance Hotel,0,140,2017,August,33,17,0,1,2,0.0,0,BB,BRA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0,Transient,229.0,0,2,1
39452,Renaissance Hotel,0,40,2017,August,33,14,1,3,2,0.0,0,BB,AUS,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,230.0,0,2,4
39453,Renaissance Hotel,0,77,2017,August,33,16,0,2,2,0.0,0,BB,USA,TA/TO,0,0,0,D,F,0,No Deposit,241.0,0,Transient,200.0,0,2,2
39454,Renaissance Hotel,0,23,2017,August,33,16,0,3,2,0.0,0,BB,GBR,TA/TO,0,0,0,D,D,0,No Deposit,40.0,0,Contract,135.0,0,0,3
39455,Renaissance Hotel,0,96,2017,August,32,12,2,5,2,0.0,0,HB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,15.0,0,Transient-Party,217.1,0,0,7
39456,Renaissance Hotel,0,96,2017,August,32,12,2,5,2,1.0,0,HB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,15.0,0,Transient-Party,217.1,0,0,7
39458,Renaissance Hotel,0,223,2017,August,33,13,2,4,2,0.0,0,BB,PRT,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0,Transient,212.33,0,4,6
39459,Renaissance Hotel,0,17,2017,August,33,16,0,3,2,0.0,0,BB,IRN,TA/TO,0,0,0,A,E,0,No Deposit,241.0,0,Transient,178.39,0,1,3
39460,Renaissance Hotel,0,1,2017,August,33,18,0,1,2,1.0,0,BB,FRA,TA/TO,0,0,0,D,D,0,No Deposit,241.0,0,Transient,186.1,0,0,1
39461,Renaissance Hotel,0,50,2017,August,32,12,2,5,3,0.0,0,BB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,5.0,0,Transient,216.0,0,0,7
39462,Renaissance Hotel,0,45,2017,August,33,19,0,1,3,0.0,0,BB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,5.0,0,Group,216.0,0,0,1
39463,Renaissance Hotel,0,19,2017,August,33,17,0,2,2,0.0,0,BB,USA,TA/TO,0,0,0,F,F,0,No Deposit,241.0,0,Transient,232.0,0,1,2
39465,Renaissance Hotel,0,163,2017,August,32,12,2,5,2,0.0,0,HB,LUX,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0,Transient,252.0,0,3,7
39466,Renaissance Hotel,0,6,2017,August,33,17,0,2,2,0.0,0,BB,USA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0,Transient,230.0,0,0,2
39467,Renaissance Hotel,0,56,2017,August,33,18,0,1,2,0.0,0,BB,ESP,TA/TO,0,0,0,E,F,0,No Deposit,240.0,0,Transient-Party,284.0,0,4,1
39468,Renaissance Hotel,0,57,2017,August,33,19,2,5,2,0.0,0,BB,ESP,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0,Transient-Party,283.43,0,4,7
39469,Renaissance Hotel,0,56,2017,August,33,18,0,1,2,0.0,0,BB,ESP,TA/TO,0,0,0,E,F,0,No Deposit,240.0,0,Transient-Party,270.0,0,4,1
39470,Renaissance Hotel,0,57,2017,August,33,19,2,5,2,0.0,0,BB,ESP,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0,Transient-Party,270.0,0,4,7
39472,Renaissance Hotel,0,254,2017,August,32,12,2,5,2,2.0,0,Undefined,PRT,TA/TO,0,0,0,C,C,1,No Deposit,314.0,0,Transient,212.58,0,1,7
39473,Renaissance Hotel,0,50,2017,August,33,14,1,4,2,0.0,0,BB,FRA,Direct,0,0,0,F,F,0,No Deposit,250.0,0,Transient,299.0,1,1,5
39474,Renaissance Hotel,0,38,2017,August,33,13,2,4,2,1.0,0,HB,PRT,Direct,0,0,0,A,A,1,No Deposit,250.0,0,Transient,296.33,0,1,6
39475,Renaissance Hotel,0,200,2017,August,32,12,2,5,2,0.0,0,BB,GBR,TA/TO,0,0,0,A,A,0,No Deposit,143.0,0,Transient,106.56,0,1,7
39476,Renaissance Hotel,0,197,2017,August,32,12,2,5,2,0.0,0,BB,ESP,Direct,0,0,0,F,F,0,No Deposit,250.0,0,Transient,207.29,0,1,7
39477,Renaissance Hotel,0,205,2017,August,33,18,0,1,4,0.0,0,BB,GBR,TA/TO,0,0,0,C,C,0,No Deposit,147.0,0,Transient,153.68,1,0,1
39478,Renaissance Hotel,0,365,2017,August,33,15,0,4,2,2.0,0,HB,PRT,TA/TO,0,0,0,G,G,2,No Deposit,240.0,0,Transient,322.0,0,1,4
39480,Renaissance Hotel,0,188,2017,August,32,8,2,9,2,0.0,0,BB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,174.55,0,2,11
39481,Renaissance Hotel,0,11,2017,August,32,12,2,5,2,0.0,0,BB,GBR,TA/TO,0,0,0,D,D,0,No Deposit,40.0,0,Transient,116.47,0,2,7
39483,Renaissance Hotel,0,324,2017,August,31,5,4,10,2,0.0,0,BB,GBR,TA/TO,0,0,0,E,E,1,No Deposit,143.0,0,Transient,131.4,0,0,14
39484,Renaissance Hotel,0,4,2017,August,32,9,2,8,2,1.0,0,FB,PRT,TA/TO,0,0,0,E,E,0,No Deposit,5.0,0,Transient,306.7,1,0,10
39485,Renaissance Hotel,0,207,2017,August,33,14,1,4,2,0.0,0,BB,GBR,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,173.45,1,2,5
